"LOA DATE",PRODUCT,MODEL,"PRIMARY VIOLATION",CITATION,"ACTION REQUESTED",FIRM,"ADDRESS 1","ADDRESS 2","FOREIGN MFG","LOT SIZE",COUNTRY
"January 2018","FILANA BEESWAX CRAYONS","12 CT","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","FILANA CRAYONS","PO BOX 724","PAONIA, CO 81428","FILANA CRAYONS",40,USA
"January 2018","PRINCESS CASTLE TENT",FNSKUX001GXMSLF,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",4670,CHINA
"January 2018","""GIRLS TENT""",FNSKUX001GXUDYJ,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",4595,CHINA
"January 2018","""GIRLS TENT""",FNSKUX001GXUDYJ,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",4670,CHINA
"January 2018","PRINCESS CASTLE TENT",FNSKUX001GXMSLF,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",4595,CHINA
"January 2018","CHILDREN FOOTWEAR",X001JCJ2SF,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","AMAZON.COM (AMAZON TECHNOLOGIES INC.)","24208 SAN MICHELE ROAD","MORENO VALLEY, CA 92551","EMMA ZHU",154,CHINA
"January 2018","CHILDREN FOOTWEAR",X001JCQ5VR,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","AMAZON.COM (AMAZON TECHNOLOGIES INC.)","24208 SAN MICHELE ROAD","MORENO VALLEY, CA 92551","EMMA ZHU",154,CHINA
"January 2018","TOTTO BACKPACK","VARIOUS SEE REM","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FELINO CORP","H5 AVENIDA SAN PATRICIO LOS PA","GUAYNABO, PR 00968","COMERCIAL IZADORA Z.L.P. S.A.",156,CHINA
"January 2018","TOTTO LUNCH BAG","VARIOUS SEE REM","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FELINO CORP","H5 AVENIDA SAN PATRICIO LOS PA","GUAYNABO, PR 00968","COMERCIAL IZADORA Z.L.P. S.A.",360,CHINA
"January 2018","TOTTO BACKPACK","VARIOUS SEE REM","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FELINO CORP","H5 AVENIDA SAN PATRICIO LOS PA","GUAYNABO, PR 00968","COMERCIAL IZADORA Z.L.P. S.A.",168,CHINA
"January 2018","TOTTO PENCIL BAG","VARIOUS SEE REM","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FELINO CORP","H5 AVENIDA SAN PATRICIO LOS PA","GUAYNABO, PR 00968","COMERCIAL IZADORA Z.L.P. S.A.",432,CHINA
"January 2018","TOTTO BACKPACK",MA03ECO003-1720,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","FELINO CORP","H5 AVENIDA SAN PATRICIO LOS PA","GUAYNABO, PR 00968","COMERCIAL IZADORA Z.L.P. S.A.",68,CHINA
"January 2018","CHILDREN'S SWEATSHIRT WITH RHI","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LSH PLUS LLC","317 PIERCY ROAD","SAN JOSE, CA 95138","MONNALISA S.P.A",8,TURKEY
"January 2018","CHILDREN'S DRESS WITH RHINESTO","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LSH PLUS LLC","317 PIERCY ROAD","SAN JOSE, CA 95138","MONNALISA S.P.A",16,TURKEY
"January 2018","CHILDREN'S PULLOVER WITH RHINE","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LSH PLUS LLC","317 PIERCY ROAD","SAN JOSE, CA 95138","MONNALISA S.P.A",16,TURKEY
"January 2018","S/S POP OVER LIGHT BLUE","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","PERUVIAN HIGHLANDS, INC","5163 NW 74TH AVENUE","MIAMI, FL 33166","NATASH S.A.C.",45,PERU
"January 2018","SUNDRESS LIGHT BLUE","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","PERUVIAN HIGHLANDS, INC","5163 NW 74TH AVENUE","MIAMI, FL 33166","NATASH S.A.C.",116,PERU
"January 2018","S/S POP OVER YELLOW","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","PERUVIAN HIGHLANDS, INC","5163 NW 74TH AVENUE","MIAMI, FL 33166","NATASH S.A.C.",45,PERU
"January 2018","BOY'S SHOE BROWN W/VELCRO TAB","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SILVIA LORENA SANDOVAL ORTIZ","1107 S MAPLE ST","LOS ANGELES, CA 90015","  ",28,MEXICO
"January 2018","WOODEN DOLLS SET","  ","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","WLL TECH SOLUTIONS, INC","3699 YALE WAY","FREMONT, CA 94538","SHENZHEN TRANSLINK LOGISTICS CO, LTD",100,CHINA
"January 2018","TOY UKULELE - BLUE",DC13981BL,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","ALL IN AUDIO INC","145 JOHN STREET","NEW WINDSOR, NY 126553","HANG WING PLASTIC INDUSTRY CO., LTD.",504,CHINA
"January 2018","TOY UKULELE - PINK",DC13981PK,"Lead-in-Paint Toy/Children's Product/CPSA","16 CFR 1303","Stop Sale and Correct Future Production","ALL IN AUDIO INC","145 JOHN STREET","NEW WINDSOR, NY 126553","HANG WING PLASTIC INDUSTRY CO., LTD.",504,CHINA
"January 2018","CHILDREN'S JEAN- GREEN AND BLU","  ","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","GOFAST INTERNATIONAL SERVICES","1708 SHIPROCK DR.","PLANO, TX 75025","GUANGZHOU GOKUAI INTERNATIONAL TRADING CO., LTD",200,CHINA
"January 2018",TOY,"YELLOW BEAR","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","MI IMPORT, INC.","1228 E. 9 MILE RD","HAZEL PARK, MI 48030","YIWU JUZHAN IMP&EXP CO., LTD",600,CHINA
"January 2018","KID'S 3 PC SET - KNIT HAT","KIDS HAT SCARF","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","MI IMPORT, INC.","1228 E. 9 MILE RD","HAZEL PARK, MI 48030","YIWU JUZHAN IMP&EXP CO., LTD",1440,CHINA
"January 2018","KID'S - KNIT HAT",1003,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","MI IMPORT, INC.","1228 E. 9 MILE RD","HAZEL PARK, MI 48030","YIWU JUZHAN IMP&EXP CO., LTD",8280,CHINA
"January 2018","INTERLOX 96 PC SET",G16835,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","GUIDECRAFT INC.","55509 HIGHWAY 19 WEST","WINTHROP, MN 55396","GUIDECRAFT INC COLE INTERNATIONAL",500,CHINA
"January 2018","PEEKABOO LOCK BOXES",G5058,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","GUIDECRAFT INC.","55509 HIGHWAY 19 WEST","WINTHROP, MN 55396","GUIDECRAFT INC COLE INTERNATIONAL",53,CHINA
"January 2018","GRIPPIES BUILDERS 20 PC",G8311,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","GUIDECRAFT INC.","55509 HIGHWAY 19 WEST","WINTHROP, MN 55396","GUIDECRAFT INC COLE INTERNATIONAL",300,CHINA
"January 2018","INTERLOX DISCS",G16834,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","GUIDECRAFT INC.","55509 HIGHWAY 19 WEST","WINTHROP, MN 55396","GUIDECRAFT INC COLE INTERNATIONAL",500,CHINA
"January 2018","WAVING SLIDE TRACK SET","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LINKAGE LOGISTICS INC","14625 ROLINS ST","SAN LEANDRO, CA 94579","SHENZHEN FUTURE TECHNOLOGY CO LTD",300,CHINA
"January 2018","CONSTRUCTION VEHICLE SET","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LINKAGE LOGISTICS INC","14625 ROLINS ST","SAN LEANDRO, CA 94579","SHENZHEN FUTURE TECHNOLOGY CO LTD",200,CHINA
"January 2018","WAVING SLIDE RACE CAR TRACK SE","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LINKAGE LOGISTICS INC","14625 ROLINS ST","SAN LEANDRO, CA 94579","SHENZHEN FUTURE TECHNOLOGY CO LTD",300,CHINA
"January 2018","TRACTOR TRAILER CONSTRUCTION S","  ","Small Parts","16 CFR 1501","Stop Sale and Correct Future Production","LINKAGE LOGISTICS INC","14625 ROLINS ST","SAN LEANDRO, CA 94579","SHENZHEN FUTURE TECHNOLOGY CO LTD",702,CHINA
"January 2018","FIREMAN DRESS UP SET","  ","Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","LINKAGE LOGISTICS INC","14625 ROLINS ST","SAN LEANDRO, CA 94579","SHENZHEN FUTURE TECHNOLOGY CO LTD",500,CHINA
"January 2018","PIZZA PROFESSOR PLUSH TOY",,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","PLATINUM FUNDRAISING","4217 SW 64TH AVENUE","DAVIE, FL 33314","JIANGSU ONETOUCH BUSINESS SERVICES CO",2000,CHINA
"January 2018","GREEN HIPPO BACKPACK",X015C4KF9/NH028,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","SHENZHEN PIPIGAO ROBERT CO LTD","102 B1 BLDG BAOTONG TECHNOLOG","SHENZHEN, FN 518100","GUANGDONG SARLAI KITCHEN & BATH HAR",1456,CHINA
"January 2018","SMART TRIKE - BREEZE GREEN",607-1100,"Failure to meet certifications","15 U.S.C. 2063(a)(1)(A)","Correct Future Production","SMART TRIKE USA, LLC","910 FOULK ROAD","WILMINGTON, DE 19803-3159","SMART TRIKE",2256,CHINA
"January 2018","DOUBLE BUBBLE GUMBALL BANK",9076,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Correct Future Production","FUN CREATION, INC.","1633 WEST 2ND STREET","PAMONA, CA 91766","SWEET N FUN LIMITED",309,CHINA
"January 2018","DOUBLE BUBBLE PINBALL GUMBALL",9048,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Correct Future Production","FUN CREATION, INC.","1633 WEST 2ND STREET","PAMONA, CA 91766","SWEET N FUN LIMITED",1350,CHINA
"January 2018","MAUVE/CINNAMON BACKPACK W/PLUS",X001LOTNM1,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HANGZHOU JUNCANG SUPPLY CHINA","ROOM 460, FLOOR 2, 137 KAIZUAN","HANGZHOU, ZHEJIANG CHINA,","SHENZHEN YFEIFEI ELECTRONIC COMMERC",20,CHINA
"January 2018","WOODEN BOW & ARROW SET",X0015WA64D,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HANGZHOU JUNCANG SUPPLY CHINA","ROOM 460, FLOOR 2, 137 KAIZUAN","HANGZHOU, ZHEJIANG CHINA,","SHENZHEN YFEIFEI ELECTRONIC COMMERC",109,CHINA
"January 2018","BLUE BACKPACK W/PLUSH TOY",X0001LOTJPR,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HANGZHOU JUNCANG SUPPLY CHINA","ROOM 460, FLOOR 2, 137 KAIZUAN","HANGZHOU, ZHEJIANG CHINA,","SHENZHEN YFEIFEI ELECTRONIC COMMERC",20,CHINA
"January 2018","BLACK BACKPACK W/PLUSH TOY",X001LOTT9D,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HANGZHOU JUNCANG SUPPLY CHINA","ROOM 460, FLOOR 2, 137 KAIZUAN","HANGZHOU, ZHEJIANG CHINA,","SHENZHEN YFEIFEI ELECTRONIC COMMERC",20,CHINA
"January 2018","KNIGHT'S CASTLE PLAYHOUSE TENT",X001GY4KND,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",2000,CHINA
"January 2018","PRINCESS CASTLE TENT",X001GXMSLF,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","LOGISTIC CORNER, INC.","158 PENN STREET","BROOKLYN, NY 11211","WUYI LUOKE LEISURE PRODUCT COMPANY LIMITED",2000,CHINA
"January 2018","BOXING SET",NL-07S,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","SWATOW PUERTO RICO CORP.","AMELIA INDUSTRIAL PARK, DIANA","GUAYNABO, PR 00968","SWATOWIN (HONG KONG) LTD.",240,CHINA
"January 2018","CHILDREN'S UNICORN HEAD BAND","  ","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","WLL TECH SOLUTIONS, INC","3699 YALE WAY","FREMONT, CA 94538","HJE INTERNATIONAL GROUP (HOONG KONG) COMPANY LIMITED",2500,CHINA
"January 2018","LISINOPRIL 5MG","RX #119650","Prescription Drugs Packaging","16 CFR 1700.14(a)(10)","Correct Future Production","BOWLING GREEN PHARMACY","121 TRAVIS STREET","BOWLING GREEN, VA 22427","  ",30,USA
"January 2018","PRESCRIPTION DRUGS","  ","Prescription Drugs Packaging","16 CFR 1700.14(a)(10)","Correct Future Production","MEDMETRICS PHARMACY","4995 S. ALMA SCHOOL RD","CHANDLER, AZ 85248","  ",,USA
"January 2018","PRESCRIPTION DRUGS","  ","Prescription Drugs Packaging","16 CFR 1700.14(a)(10)","Correct Future Production","S & G PHARMACY","3201 W. PEORIA","PHOENIX, AZ 85029","  ",,USA
"January 2018","PRESCRIPTION DRUGS",,"Prescription Drugs Packaging","16 CFR 1700.14(a)(10)","Correct Future Production","WHITESVILLE DRUG STORE","10053 MAIN STREET","WHITESVILLE, KY 42378",,1,USA
"January 2018","KITCHEN SET+ DOLL,",818-13,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","NTP GROUP INC","330 WALL ST STE 9","LOS ANGELES, CA 90013","SHANTOU QILONG TOYS CO., LTD",180,CHINA
"January 2018","KITCHEN SET+ DOLL,",818-8/818-3,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","NTP GROUP INC","330 WALL ST STE 9","LOS ANGELES, CA 90013","SHANTOU QILONG TOYS CO., LTD",240,CHINA
"January 2018","KITCHEN SET+ DOLL,",6801-B,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","NTP GROUP INC","330 WALL ST STE 9","LOS ANGELES, CA 90013","SHANTOU QILONG TOYS CO., LTD",240,CHINA
"January 2018","KITCHEN SET+ DOLL,",818-13,"Exceeds Phthalate Permanent Ban Limit","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","NTP GROUP INC","330 WALL ST STE 9","LOS ANGELES, CA 90013","SHANTOU QILONG TOYS CO., LTD",120,CHINA
"January 2018","B/O DOLL",89929-B,"Third Party Certificate Violation","15 U.S.C.  § 2063(a)(2)","Stop Sale and Correct Future Production","NTP GROUP INC","330 WALL ST STE 9","LOS ANGELES, CA 90013","SHANTOU QILONG TOYS CO., LTD",360,CHINA
"January 2018","ECHO MIC TOY","  ","Misbranded Toys/Games w/Small Parts","16 CFR 1500.19","Stop Sale and Correct Future Production","UNITRANS CARGO LOGISTICS","HA'AVODA 7 ST ROSH HAAYINIL","ISRAEL, FN,","EVER PROSPEROUS TRADING CO., LTD",3456,CHINA
"January 2018","10"" RED WOLF PLUSH TOY",WFV-10SB01,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","SEMO CUSTOM IMPORTS LLC","6400 46TH AVE N APT 312","KENNETH CITY, FL 337093139","YANGZHOU YIYABAO TOYS&GIFTS CO.LTD",800,CHINA
"January 2018","R/C CAR",BG016B,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","SKY BILLIARDS DBA BEST CHOICE PRODUCTS","2010 MAIN ST STE 650","IRVINE, CA 92614","WANGFENG TOYS FACTORY",1008,CHINA
"January 2018","FARM TRUCK PLAY SET",ARY32263,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TOPCO ASSOCIATES, INC.","150 NORTHWEST POINT BLVD","ELK GROVE VILLAGE, IL 60007","GENGFENG TOYS FACTORY",96,CHINA
"January 2018","SONIA BABY GO-CART",ARZ6937,"ASTM Toy Standard Violation","15 U.S.C.  § 2058(a)","Correct Future Production","TOPCO ASSOCIATES, INC.","150 NORTHWEST POINT BLVD","ELK GROVE VILLAGE, IL 60007","SONIA TOYS FACTORY",276,CHINA
"January 2018","BASKETBALL SET",20881V,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TROPICAL REPS & DIST.- SUAREZ TOY HOUSE","INDUSTRIAL PARK JULIO N MATOS","CAROLINA, PR","S & C TRADING LIMITED",60,CHINA
"January 2018","BOXING SET",BB105,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TROPICAL REPS & DIST.- SUAREZ TOY HOUSE","INDUSTRIAL PARK JULIO N MATOS","CAROLINA, PR","S & C TRADING LIMITED",54,CHINA
"January 2018","BASKETBALL SET",39881B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TROPICAL REPS & DIST.- SUAREZ TOY HOUSE","INDUSTRIAL PARK JULIO N MATOS","CAROLINA, PR","S & C TRADING LIMITED",60,CHINA
"January 2018","2 IN 1 BOXING SET",BB96,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TROPICAL REPS & DIST.- SUAREZ TOY HOUSE","INDUSTRIAL PARK JULIO N MATOS","CAROLINA, PR","S & C TRADING LIMITED",150,CHINA
"January 2018","BOXING SET",BB108,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TROPICAL REPS & DIST.- SUAREZ TOY HOUSE","INDUSTRIAL PARK JULIO N MATOS","CAROLINA, PR","S & C TRADING LIMITED",24,CHINA
"January 2018","TOY PIANO",,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","ZHANGHOU RALIENECE IMPORT & EXPO","# 1109, BLDG 1, XIANGCHENG INT","CHINA,","SHENZEN YIDEKANG TRADE CO. LTD",96,CHINA
"December 2017","PLUSH TOY","  ","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","TKSASI GROUP, INC.","22525 SE 64TH PL, UNIT 271","ISSAQUAH,, WA 98027","SUZHOU FUER IMPORT & EXPORT TRADE CO. LTD.",600,CHINA
"December 2017","BABY STROLLER",535-S,"Durable Nursery Product-Consumer Registration","16 CFR part 1130","Correct Future Production","CINEFRONT INC","10820 BEVERLY BLVD STE A5 100","WHITTIER,, CA 906012576","HUBEI YANGTIAN PLASTIC PRODUCT CO. LTD.",533,CHINA
"December 2017","TONGYOUYUAN PINK BOOTS, SIZE 1","MEDIUM, 6-12 MO","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",133,CHINA
"December 2017","TONGYOUYUAN PINK BOOTS, SIZE 1","MED, 6-12 MOS,","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",133,CHINA
"December 2017","BLACK/WHITE SHOES",X0017DW3EB,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",450,CHINA
"December 2017","TAN BOOTS",X0017DW3EB,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",400,CHINA
"December 2017","TONGYOUYUAN PINK BOOTS, SIZE 1","SMALL, 0-6 MOS,","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",134,CHINA
"December 2017","WHITE BOOTS",X0017DW3EB,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",400,CHINA
"December 2017","PLUSH DOLL",X0017DW3EB,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",150,CHINA
"December 2017","BROWN SLIPPERS",X0017DW3EB,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","HOSAN LOGISTICS AMERICA","620 SUPREME DR.","BENSENVILLE, IL 60106","WUYUAN COUNTY HONG DA SHUN TRADING",450,CHINA
"December 2017","BOYS POLO SHIRT (BOYS SIZE 4-1",UICN807B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","NATIONAL STORES INC (FALLAS INC)","15001 S FIGUEROA ST","GARDENA, CA 90248","PT ICONS SUKSES GARMENT",4579,INDONESIA
"December 2017","BOYS POLO SHIRT (BOYS SIZE 2T-",UICN807B,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","NATIONAL STORES INC (FALLAS INC)","15001 S FIGUEROA ST","GARDENA, CA 90248","PT ICONS SUKSES GARMENT",1134,INDONESIA
"December 2017","BOYS LONGSLEEVED POLO SHIRT",51HENSDLS,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","NATIONAL STORES INC (FALLAS INC)","15001 S FIGUEROA ST","GARDENA, CA 90248","PT ICONS SUKSES GARMENT",2000,INDONESIA
"December 2017","JR BATHTIME OCTOPUS-SPLASH,",33105,"Small Parts","16 CFR 1501","Correct Future Production","NKOK INC","5354 IRWINDALE AVE #A","IRWINDALE, CA 91706","LIAN HUAT HANG LIMITED",1800,"HONG KONG"
"December 2017","BUMP N' GO WALKING EGG LAYING","SKU: PREX0273","Small Parts","16 CFR 1501","Consumer Level Recall","BINGO DEALS","282 DUPONT AVE.","NEWBURGH, NY 12550",,15,CHINA
"December 2017","PATCHWORK DRESS",305-30211,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","CLASSIC CHARACTERS CLOTHING INC","1965 PAYSAN ROAD","STE ADELE, CANADA QC, J8B 3B2","SRI SRI CLOTHING",4002,INDIA
"December 2017","KID'S RAKE","VARIOUS SEE REM","Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","MILLENNIUM GROUP OF P.R. INC.","ROAD 842 KM. 2.5 BARRIO CAIMIT","SAN JUAN, PR 00927","TRUPER HERRAMIENTAS S.A. DE CV",240,CHINA
"December 2017","7"" FRICTION CAR (YELLOW)",VE-CARFR,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RHODE ISLAND NOVELTY","350 COMMERCE DRIVE","FALL RIVER, MA 02720","JA DU TOYS LTD",5400,
"December 2017","PLAYMAT WITH CARS",VE-RACMA,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RHODE ISLAND NOVELTY","350 COMMERCE DRIVE","FALL RIVER, MA 02720","NINGBO JAMESLEE INTERNATIONAL TRADING CO., LTD.",1800,
"December 2017","7"" FRICTION CAR (YELLOW)",VE-CARFR,"Lead in Children's Product / FHSA","16 CFR 1500","Stop Sale and Correct Future Production","RHODE ISLAND NOVELTY","350 COMMERCE DRIVE","FALL RIVER, MA 02720","JA. DU TOYS PLASTIC PRODUCE BUSINESS",1440,
"December 2017","TALKING CELL PHONE",JK-CELSU,"ASTM Battery - Operated Toy","15 U.S.C.  § 2058(b)(1)","Stop Sale and Correct Future Production","RHODE ISLAND NOVELTY","350 COMMERCE DRIVE","FALL RIVER, MA 02720","JA DO TOYS LTD",960,
"December 2017","BABY PLAY MAT",,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","EMMA & OLLIE LLC","1516 CHATHAM COLONY CT","RESTON, VA 20190","IFOAMING INDUSTRIAL CO., LTD",3792,CHINA
"December 2017","CHILDREN'S SLEEPWEAR",TROLLS,"Sleepwear Flammability Failure","16 CFR 1615/16","Stop Sale and Correct Future Production","LIU JUN ZHAO","5 OTTO STREET","BROCKTON, MA 02302",CHICHENG,8,CHINA
"December 2017","CHILDREN'S SLEEPWEAR",MOANA,"Sleepwear Flammability Failure","16 CFR 1615/16","Stop Sale and Correct Future Production","LIU JUN ZHAO","5 OTTO STREET","BROCKTON, MA 02302",CHICHENG,6,CHINA
"December 2017","CHILDREN'S SLEEPWEAR","PAW PATROL","Sleepwear Labeling","16 CFR 1615/16","Stop Sale and Correct Future Production","LIU JUN ZHAO","5 OTTO STREET","BROCKTON, MA 02302",CHICHENG,8,CHINA
"December 2017","CHIDREN'S RAIN SUIT",RLK012,"Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Correct Future Production","TAHSIN INDUSTRIAL CORP","111 HOWARD BLVD STE 206","MT. ARLINGTON, NJ 07856-1315","FUJIAN PUTIAN DAFU PLASTIC INDUSTRY CO., LTD",1680,CHINA
"December 2017",NAPHCON-A,"  ","Other Drugs Packaging","16 CFR 1700.14","Correct Future Production","ALCON LABS, INC","PO BOX 6600","FORT WORTH, TX 761150600","  ",,USA
"December 2017","5 SIREN WHISTLES WITH BALLOON",PF-1012,"Misbranded Balloon","16 CFR 1500.19","Stop Sale and Correct Future Production","M.T.C. TRADING CO., INC.","180 WEST HILLL PLACE","BRISBANE, CA 94005","  ",38,CHINA
"December 2017","SILICONE BABY BIB","MAXY MOO MOO 77","Tracking Label Violation","15 U.S.C.  § 2063(a)(5)","Stop Sale and Correct Future Production","TSY TRADING INC","200 E. GARVEY AVE STE 103-76","MONTEREY PARK, CA 91754","TSY TRADING INC",2800,CHINA
